date,day of year,method,site,treat,seg,rep,ephemeroptera,ameletus,acentrella,baetis,diphetor,drunella doddsii,drunella grandis,drunella colorodensis,serratella,ephemerella,epeorus,rhithrogina,heptagenia,cinygmula,paraleptophlebia,plecoptera ,capniidae,chloroperlidae,sweltsa,zapada,perlidae,hesperoperla,claassenia,perlodidae,isoperla,skwala,megarcys,diura,doroneuria,paraleuctra,tricoptera,brachycentrus,glossosoma,arctopsyche,hydropsyche,hydroptila,lepidostoma,rhyacohila,limnephilidae,micrasema,neophylax,amiocentrus,neothrema,anagopetus,cheumatopsyche,oligophlebodes,chironomidae,chironomini,orthocladinae,diamisini,tanypodinae,tanytarsini,diptera,ptychopteridae,empididae,syrphidae,ceratopogonidae,dixidae,simulium,antocha,dicronota,hexatoma,tipula,chelifera/neoplasta,culicidae,pericoma,tabanidae,psychodidae,ephydridae,dixa,stratiomyidae,coleoptera,heterlimnius,zaitzevia,dytiscidae,haliplidae,hydraenidae,hydrophilidae,narpus,lara,hemiptera,notonectidae,gyrinidae,gerridae,gastropoda,physa,pisidium,lymnaeidae,gyraulus,acari,oligochaeta,nematoda,turbellaria,lumbricidae,zygoptera,anisoptera,collembola,total ,perchiro,perept
7/15/2021,196,benthic,tp,ref,up,2,54,3,0,0,15,0,5,0,18,0,0,0,0,10,3,35,0,0,3,9,0,0,0,0,23,0,0,0,0,0,30,0,0,0,0,12,0,0,0,18,0,0,0,0,0,0,11,0,3,0,2,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,47,2,45,0,0,29,6,0,110,0,0,0,0,339,3.24,35.1
7/15/2021,196,benthic,tp,ref,up,3,84,3,0,0,12,0,6,0,36,0,0,0,0,12,15,57,0,1,21,25,0,0,0,10,0,0,0,0,0,0,38,0,0,0,0,14,0,8,0,16,0,0,0,0,0,0,12,0,4,0,0,8,17,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,32,30,2,0,0,0,0,0,0,0,0,0,0,81,0,80,1,0,53,1,0,162,0,0,0,0,537,2.23,33.33
8/8/2021,220,benthic,lp,bda,low,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,57,0,27,1,27,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,3,0,0,0,0,0,0,0,29,0,29,0,0,43,14,0,39,0,0,0,0,194,29.38,2.58
8/8/2021,220,benthic,lp,bda,low,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,16,270,1,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,86,0,86,0,0,12,63,3,18,0,0,1,0,497,62.78,0
8/8/2021,220,benthic,lp,bda,low,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,19,0,8,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,1,2,2,0,0,0,0,0,0,52,6,46,0,0,34,30,0,25,0,0,0,0,182,16.48,0.55
8/9/2021,221,benthic,lp,bda,mid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,149,264,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,78,0,0,0,45,0,2,0,0,0,0,600,79.17,0
8/9/2021,221,benthic,lp,bda,mid,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487,618,687,0,1,181,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,85,0,85,0,0,0,118,0,3,0,0,0,0,1699,87.52,0
8/9/2021,221,benthic,lp,bda,mid,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,114,303,0,18,21,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,12,0,0,0,0,0,1,0,0,258,0,258,0,0,0,135,0,33,0,0,0,0,909,50.17,0.22
8/9/2021,221,benthic,lp,bda,up,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,265,89,150,0,10,16,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,3,0,1,2,0,0,0,0,0,0,0,0,132,0,132,0,0,2,17,0,0,0,0,0,0,428,61.92,0.93
8/9/2021,221,benthic,lp,bda,up,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,25,186,0,76,34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,0,0,1,0,0,0,0,0,0,0,0,138,0,138,0,0,5,19,0,0,0,0,0,0,490,65.51,0
8/9/2021,221,benthic,lp,bda,up,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,35,0,52,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,12,0,12,0,0,9,7,0,0,0,0,0,0,132,75,0.76
8/9/2021,221,benthic,lp,ref,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,18,0,0,0,18,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,51,28,0,143,0,0,0,0,270,6.67,2.22
8/9/2021,221,benthic,lp,ref,low,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,2,0,0,0,0,0,0,0,9,1,8,0,0,16,5,0,27,0,0,0,0,74,4.05,4.05
8/9/2021,221,benthic,lp,ref,low,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,22,10,0,0,0,12,0,0,0,0,0,0,0,10,5,5,0,0,16,4,0,19,0,0,0,0,85,4.71,5.88
8/9/2021,221,benthic,lp,ref,mid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,3,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,3,0,0,0,0,0,0,0,2,0,2,0,0,11,4,0,19,0,0,0,0,59,25.42,1.69
8/9/2021,221,benthic,lp,ref,mid,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37,1,17,2,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,53,0,0,2,0,51,0,0,0,0,0,0,0,6,1,5,0,0,7,19,0,12,0,0,0,0,138,26.81,1.45
8/9/2021,221,benthic,lp,ref,mid,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,114,0,78,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,2,0,144,0,0,0,0,0,0,0,3,0,3,0,0,20,30,0,78,0,0,0,0,399,28.57,2.01
8/9/2021,221,benthic,lp,ref,up,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,4,0,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,3,7,0,0,0,0,0,1,0,7,3,4,0,0,1,12,0,2,0,0,0,0,93,62.37,1.08
8/9/2021,221,benthic,lp,ref,up,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,1,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,1,9,0,0,0,0,0,0,0,5,3,2,0,0,2,38,0,0,0,0,0,0,93,33.33,4.3
8/9/2021,221,benthic,lp,ref,up,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,11,45.45,0
8/10/2021,222,benthic,fish,bda,low,1,126,0,0,82,5,0,3,6,0,0,0,0,19,0,11,443,0,0,0,440,0,0,0,0,0,0,0,0,3,0,36,1,0,5,0,0,0,22,2,4,0,0,0,0,2,0,33,0,31,0,2,0,24,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,21,11,0,0,0,8,0,0,2,0,0,0,0,4,0,4,0,0,7,2,0,19,0,0,0,0,715,4.62,84.62
8/10/2021,222,benthic,fish,bda,low,2,56,0,0,27,0,3,5,0,1,1,0,0,16,2,1,44,0,0,1,39,0,0,0,0,0,0,0,0,4,0,10,0,0,3,0,0,0,5,0,1,0,0,0,0,1,0,8,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,17,0,0,0,0,163,4.91,67.48
8/10/2021,222,benthic,fish,bda,low,3,88,0,0,27,0,8,8,0,0,1,0,0,14,15,15,84,0,0,5,71,0,0,0,0,0,0,0,0,8,0,25,1,0,16,0,0,0,5,0,2,0,0,0,0,1,0,8,0,5,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,26,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,20,0,0,0,0,258,3.1,76.36
8/10/2021,222,benthic,fish,bda,mid,1,195,13,0,132,1,0,3,0,1,31,0,0,12,0,2,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,36,0,35,0,0,0,5,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,2,35,0,35,0,0,0,12,0,2,0,0,0,0,301,11.96,67.77
8/10/2021,222,benthic,fish,bda,mid,2,235,3,0,151,8,0,11,0,7,23,0,0,19,0,13,45,0,0,0,40,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,31,2,16,0,3,6,42,4,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,3,14,0,5,0,0,0,0,391,7.93,72.12
8/10/2021,222,benthic,fish,bda,mid,3,144,8,0,51,8,0,0,0,0,29,0,0,19,0,29,15,0,0,0,13,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,35,0,13,2,8,1,17,10,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,7,0,2,0,0,0,0,0,0,0,4,0,4,0,0,1,12,0,0,0,0,0,0,231,15.15,69.7
8/10/2021,222,benthic,fish,bda,up,1,116,27,0,35,3,2,1,0,0,21,0,0,12,10,5,9,0,0,4,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,14,3,7,1,0,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11,8,0,1,0,0,0,0,2,0,0,0,0,11,0,11,0,0,0,48,0,28,0,0,0,0,246,5.69,53.66
8/10/2021,222,benthic,fish,bda,up,2,43,2,0,16,0,2,2,0,1,15,0,0,5,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,21,0,0,0,0,78,2.56,58.97
8/10/2021,222,benthic,fish,bda,up,3,39,8,0,8,0,3,1,0,0,6,0,0,7,1,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,5,1,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,2,0,13,0,0,0,0,82,6.1,65.85
8/10/2021,222,benthic,fish,ref,low,1,49,0,0,26,0,0,1,1,0,0,0,0,14,7,0,9,0,0,2,4,0,0,0,0,0,0,0,0,3,0,9,0,2,3,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,20,0,0,0,0,108,0.93,62.04
8/10/2021,222,benthic,fish,ref,low,2,47,0,0,32,0,4,0,0,0,1,0,0,7,2,1,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,1,5,0,0,0,1,0,3,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,10,0,0,0,0,109,5.5,70.64
8/10/2021,222,benthic,fish,ref,low,3,105,0,0,58,0,15,7,0,6,4,0,0,3,8,4,110,0,0,3,93,0,0,0,0,7,0,0,0,5,2,31,0,3,22,0,0,0,2,1,3,0,0,0,0,0,0,6,0,6,0,0,0,40,0,0,0,0,0,39,0,0,0,0,0,0,1,0,0,0,0,0,32,28,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,2,0,54,0,0,0,0,383,1.57,64.23
8/10/2021,222,benthic,fish,ref,mid,1,128,0,0,105,1,11,2,0,2,2,0,0,2,3,0,39,0,0,2,36,0,0,0,0,0,0,0,0,1,0,31,0,2,21,0,0,0,5,0,0,0,0,0,0,3,0,16,0,13,0,0,1,13,0,2,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,9,0,0,0,0,245,6.53,80.82
8/10/2021,222,benthic,fish,ref,mid,2,111,0,0,88,0,10,3,4,3,1,0,0,0,2,0,150,0,0,0,148,0,0,0,0,0,0,0,0,2,0,27,0,0,12,0,0,0,10,0,4,0,0,0,1,0,0,8,0,8,0,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,3,1,0,11,0,0,0,0,376,2.13,76.6
8/10/2021,222,benthic,fish,ref,mid,3,20,1,0,7,0,3,4,1,0,1,0,0,3,0,0,7,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,39,2.56,74.36
8/10/2021,222,benthic,fish,ref,up,1,165,0,0,107,1,17,2,1,1,2,0,0,5,24,5,42,0,0,1,40,0,0,0,0,0,0,1,0,0,0,12,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,253,0.4,86.56
8/10/2021,222,benthic,fish,ref,up,2,120,8,0,51,2,15,6,0,1,7,0,0,2,28,0,9,0,0,0,7,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2,4,0,3,0,0,0,0,160,3.13,81.88
8/10/2021,222,benthic,fish,ref,up,3,5,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,83.33
8/12/2021,224,benthic,tp,bda,low,1,6,0,0,0,0,0,0,0,0,0,0,0,5,0,1,10,0,0,0,2,0,0,0,0,7,0,0,0,0,1,9,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,69,18,14,1,34,0,22,0,2,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,173,0,173,0,0,11,9,0,56,0,0,0,0,374,18.45,6.68
8/12/2021,224,benthic,tp,bda,low,2,58,0,0,0,0,0,4,0,0,45,0,0,6,0,3,12,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,29,4,0,10,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,73,0,73,0,0,3,55,0,22,0,0,0,0,273,16.12,26.01
8/12/2021,224,benthic,tp,bda,low,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,23,0,0,0,18,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,3,5,0,15,0,9,0,0,0,0,0,3,0,0,1,5,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,3,15,0,16,0,0,0,0,210,10.95,13.81
8/12/2021,224,benthic,tp,bda,mid,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,13,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,29,1,28,0,0,1,6,0,5,0,0,0,0,66,19.7,12.12
8/12/2021,224,benthic,tp,bda,mid,2,15,1,0,0,0,0,0,0,0,9,0,0,3,0,2,4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,2,6,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,1,7,0,37,0,0,0,0,88,9.09,23.86
8/12/2021,224,benthic,tp,bda,mid,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,1,3,5,0,11,0,0,0,0,34,11.76,11.76
8/12/2021,224,benthic,tp,bda,up,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,14,28.57,42.86
8/12/2021,224,benthic,tp,bda,up,2,29,0,0,0,0,0,0,0,3,1,0,0,10,0,15,33,0,0,0,30,0,0,0,0,3,0,0,0,0,0,11,0,0,1,0,1,0,9,0,0,0,0,0,0,0,0,13,0,13,0,0,0,10,0,0,0,0,0,4,0,2,0,4,0,0,0,0,0,0,0,0,17,16,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,10,0,79,0,0,0,0,214,6.07,34.11
8/12/2021,224,benthic,tp,bda,up,3,9,0,0,0,0,0,0,0,0,5,0,0,2,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,22,18.18,54.55
8/12/2021,224,benthic,tp,ref,low,1,185,5,0,4,7,0,13,0,8,0,0,0,37,0,111,15,0,0,4,7,0,0,0,0,4,0,0,0,0,0,26,0,0,10,0,8,0,4,0,4,0,0,0,0,0,0,34,0,30,2,2,0,18,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,72,62,0,0,0,10,0,0,0,0,0,0,0,54,3,51,0,0,43,22,0,210,0,0,0,1,680,5,33.24
8/12/2021,224,benthic,tp,ref,low,2,14,3,0,0,0,0,3,0,1,0,0,0,4,0,3,5,0,0,1,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,12,1,3,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,9,9,0,43,0,0,0,0,107,11.21,22.43
8/12/2021,224,benthic,tp,ref,low,3,30,1,0,0,1,0,0,1,2,0,0,0,15,0,10,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,9,0,0,3,0,2,0,2,0,2,0,0,0,0,0,0,12,6,2,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,42,0,42,0,0,12,74,0,57,0,0,0,0,247,4.86,18.22
8/12/2021,224,benthic,tp,ref,mid,1,24,1,0,0,0,0,1,0,0,4,0,0,15,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,12,0,0,0,1,47,2.13,59.57
8/12/2021,224,benthic,tp,ref,mid,2,44,0,0,0,4,0,0,1,0,5,0,0,24,0,10,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,5,0,3,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,2,1,0,29,0,0,0,0,104,4.81,51.92
8/12/2021,224,benthic,tp,ref,mid,3,5,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,0,0,14,0,0,0,0,25,4,20
8/12/2021,224,benthic,tp,ref,up,1,58,2,0,0,0,0,7,0,0,3,0,0,13,0,33,16,0,0,10,2,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,37,19,18,0,0,0,0,0,0,0,0,0,0,36,2,34,0,0,6,0,0,53,0,0,0,0,219,0.91,37.9
8/12/2021,224,benthic,tp,ref,up,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,12,25,33.33
8/12/2021,224,benthic,tp,ref,up,3,87,1,0,7,2,0,1,3,0,4,0,0,32,0,37,48,0,0,11,7,0,0,0,0,30,0,0,0,0,0,19,0,0,0,0,3,0,2,0,14,0,0,0,0,0,0,3,0,0,0,3,0,18,0,0,0,0,0,10,0,4,0,4,0,0,0,0,0,0,0,0,59,55,4,0,0,0,0,0,0,0,0,0,0,147,2,145,0,0,6,0,0,82,0,0,0,0,469,0.64,32.84
