date,day of year,method,site,treat,seg,rep,ephemeroptera,ameletus,acentrella,baetis,diphetor,drunella doddsii,drunella grandis,drunella colorodensis,serratella,ephemerella,epeorus,rhithrogina,heptagenia,cinygmula,paraleptophlebia,plecoptera ,capniidae,chloroperlidae,sweltsa,zapada,perlidae,hesperoperla,claassenia,perlodidae,isoperla,skwala,megarcys,diura,paraleuctra,tricoptera,brachycentrus,glossosoma,arctopsyche,hydropsyche,hydroptila,lepidostoma,rhyacohila,limnephilidae,micrasema,neophylax,amiocentrus,neothrema,oligophlebodes,chironomidae,chironomini,orthocladinae,diamisini,tanypodinae,tanytarsini,diptera,ceratopogonidae,simulium,antocha,dicronota,hexatoma,tipula,chelifera/neoplasta,culicidae,pericoma,tabanidae,stratiomyidae,coleoptera,heterlimnius,zaitzevia,dytiscidae,haliplidae,hydraenidae,hydrophilidae,lara,hemiptera,gerridae,gastropoda,physa,pisidium,lymnaeidae,gyraulus,acari,oligochaeta,nematoda,turbellaria,lumbricidae,zygoptera,total,perchiro,perEPT
07/12/21,193,benthic,lp,bda,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,177,0,161,0,13,3,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,465,1,463,1,0,16,29,0,11,0,0,704,25.1,0.4
07/12/21,193,benthic,lp,bda,low,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,1,198,0,19,14,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,394,0,391,0,3,6,35,0,4,0,0,675,34.4,0.1
07/12/21,193,benthic,lp,bda,low,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,36,0,30,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,6,2,0,2,0,0,111,32.4,1.8
07/12/21,193,benthic,lp,bda,mid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,3,95,1,12,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,6,0,0,1,10,0,4,0,0,159,84.9,0.0
07/12/21,193,benthic,lp,bda,mid,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,63,47,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,56,0,56,0,0,0,13,0,0,0,0,200,65.0,0.0
07/12/21,193,benthic,lp,bda,mid,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,27,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,72,0,72,0,0,0,13,0,12,0,0,160,37.5,0.6
07/12/21,193,benthic,lp,bda,up,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,25,0,23,1,1,0,0,0,0,1,0,0,0,0,0,0,4,1,0,2,1,0,0,0,0,0,14,0,14,0,0,2,5,0,3,0,0,78,62.8,0.0
07/12/21,193,benthic,lp,bda,up,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,109,0,47,5,1,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,50,0,49,1,0,1,14,0,5,0,0,235,68.5,0.0
07/12/21,193,benthic,lp,bda,up,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,6,51,0,31,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,40,1,0,1,7,0,8,0,0,153,61.4,0.7
07/12/21,193,benthic,lp,ref,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,5,40.0,0.0
07/12/21,193,benthic,lp,ref,low,2,29,0,0,28,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,4,0,0,0,0,0,67,0,11,0,54,2,1,0,0,0,0,1,0,0,0,0,0,0,18,14,0,2,0,2,0,0,0,0,11,2,9,0,0,140,22,0,68,0,0,366,18.3,10.7
07/12/21,193,benthic,lp,ref,low,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,24,0.0,8.3
07/12/21,193,benthic,lp,ref,mid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,5,1,4,0,0,24,9,0,2,0,0,59,23.7,0.0
07/12/21,193,benthic,lp,ref,mid,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,9,0,0,16,4,0,1,0,1,70,51.4,0.0
07/12/21,193,benthic,lp,ref,mid,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,43,0,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,35,5,0,2,0,0,90,47.8,2.2
07/12/21,193,benthic,lp,ref,up,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,4,0,0,0,0,1,0,1,0,0,6,3,0,1,0,0,19,10.5,0.0
07/12/21,193,benthic,lp,ref,up,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,9,44.4,0.0
07/12/21,193,benthic,lp,ref,up,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,42,1,0,13,0,0,62,3.2,0.0
07/13/21,194,benthic,fish,bda,low,1,28,0,0,12,1,0,1,0,5,0,0,0,1,7,1,48,0,0,0,45,0,0,0,0,3,0,0,0,0,8,1,0,0,0,0,0,6,1,0,0,0,0,0,7,0,5,0,1,1,15,0,15,0,0,0,0,0,0,0,0,0,16,9,0,3,0,1,0,3,0,0,27,0,27,0,0,12,3,0,12,0,0,176,4.0,47.7
07/13/21,194,benthic,fish,bda,low,2,68,1,0,29,0,15,1,1,4,0,1,0,0,14,2,20,0,0,4,9,0,1,0,0,3,0,3,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,4,14,0,13,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,36,35,0,0,0,1,0,0,0,0,8,0,8,0,0,1,4,1,15,1,0,175,8.0,53.1
07/13/21,194,benthic,fish,bda,low,3,55,0,0,11,3,18,1,0,0,0,0,0,0,17,5,13,0,0,1,5,0,2,1,3,0,0,0,0,1,7,0,0,0,0,0,0,6,0,0,0,0,1,0,9,6,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,99,9.1,75.8
07/13/21,194,benthic,fish,bda,mid,1,13,7,0,2,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,28,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,7,0,0,1,5,0,0,0,0,60,46.7,30.0
07/13/21,194,benthic,fish,bda,mid,2,24,1,0,16,3,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,13,0,11,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,48,27.1,56.3
07/13/21,194,benthic,fish,bda,mid,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,26,3,13,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,11,0,0,0,0,48,54.2,10.4
07/13/21,194,benthic,fish,bda,up,1,10,6,0,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,87,19,40,8,10,10,7,3,0,0,0,0,0,0,0,0,4,0,6,4,0,2,0,0,0,0,0,0,28,0,28,0,0,1,66,0,1,0,0,210,41.4,6.7
07/13/21,194,benthic,fish,bda,up,2,79,7,0,13,8,14,5,0,4,0,0,0,0,20,8,13,0,0,5,6,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,6,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,2,0,0,0,0,0,0,2,0,2,0,0,1,4,0,36,2,0,155,3.9,61.3
07/13/21,194,benthic,fish,bda,up,3,21,2,0,5,1,6,0,0,1,0,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,36,0.0,75.0
07/13/21,194,benthic,fish,ref,low,1,79,0,0,29,0,29,7,0,7,0,0,0,0,7,0,8,0,0,2,3,0,3,0,0,0,0,0,0,0,12,0,0,4,0,0,0,1,0,5,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,127,1.6,78.0
07/13/21,194,benthic,fish,ref,low,2,67,0,0,23,1,19,8,0,6,0,0,0,0,8,2,15,0,0,0,9,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,22,0,0,136,0.7,64.0
07/13/21,194,benthic,fish,ref,low,3,102,0,0,46,0,21,1,0,22,0,0,0,0,11,1,17,0,0,4,10,0,3,0,0,0,0,0,0,0,16,0,0,2,0,0,0,7,0,6,1,0,0,0,7,0,2,5,0,0,4,0,4,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,0,0,195,3.6,69.2
07/13/21,194,benthic,fish,ref,mid,1,52,0,0,23,0,16,1,0,5,0,0,0,0,7,0,25,0,0,6,16,0,2,0,1,0,0,0,0,0,8,0,0,0,0,0,0,3,0,3,2,0,0,0,5,0,0,2,0,3,4,0,4,0,0,0,0,0,0,0,0,0,27,25,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,24,4,0,156,3.2,54.5
07/13/21,194,benthic,fish,ref,mid,2,28,0,0,6,0,14,1,1,2,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,2,1,1,0,0,3,0,0,8,0,0,55,1.8,61.8
07/13/21,194,benthic,fish,ref,mid,3,49,0,0,30,0,10,1,0,7,0,0,0,0,1,0,7,0,0,0,4,0,2,0,1,0,0,0,0,0,5,0,0,2,0,0,0,2,0,1,0,0,0,0,2,0,0,1,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,74,2.7,82.4
07/13/21,194,benthic,fish,ref,up,1,110,0,0,59,0,17,8,2,19,0,1,0,0,4,0,15,0,0,0,10,0,0,1,0,0,0,3,1,0,15,1,0,3,0,0,0,3,0,5,3,0,0,0,14,0,13,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0,13,0,0,180,7.8,77.8
07/13/21,194,benthic,fish,ref,up,2,64,0,0,38,1,5,2,6,1,0,0,0,0,11,0,6,0,0,0,4,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,0,5,0,0,2,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,14,13,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,106,4.7,72.6
07/13/21,194,benthic,fish,ref,up,3,77,0,0,53,0,11,2,2,3,0,1,0,0,5,0,5,0,0,1,3,0,0,0,0,0,0,1,0,0,13,0,0,9,0,0,0,3,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,110,1.8,86.4
07/15/21,196,benthic,tp,bda,low,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,8,3,0,0,0,0,0,0,49,6,12,0,24,7,2,0,0,0,0,1,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,142,0,142,0,0,1,7,0,12,1,0,235,20.9,7.2
07/15/21,196,benthic,tp,bda,low,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,8,0,0,0,0,0,0,0,6,0,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,23.1,61.5
07/15/21,196,benthic,tp,bda,low,3,24,1,0,0,10,0,7,0,0,0,0,0,0,0,6,4,0,0,0,2,0,0,0,0,2,0,0,0,0,24,0,0,0,0,8,8,0,0,7,0,0,0,0,45,2,21,1,17,4,3,0,0,0,2,0,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,14,0,14,0,0,6,2,0,12,0,0,141,31.9,36.9
07/15/21,196,benthic,tp,bda,mid,1,7,0,0,0,5,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,10,8,0,57,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,16,0,16,0,0,7,9,0,27,0,0,151,51.7,7.3
07/15/21,196,benthic,tp,bda,mid,2,7,0,0,0,0,0,4,0,0,0,0,0,0,1,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,24,25.0,41.7
07/15/21,196,benthic,tp,bda,mid,3,9,0,0,0,1,0,0,0,0,0,0,0,0,7,1,31,0,0,0,26,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,19,2,6,0,9,2,2,1,1,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,47,0,47,0,0,2,16,0,3,0,0,135,14.1,31.1
07/15/21,196,benthic,tp,bda,up,1,33,0,0,0,7,0,1,0,11,0,0,0,1,6,7,71,0,0,1,57,0,0,0,0,13,0,0,0,0,7,0,0,0,0,2,0,3,0,2,0,0,0,0,30,2,16,0,12,0,27,0,25,0,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,6,0,0,25,1,0,48,0,0,252,11.9,44.0
07/15/21,196,benthic,tp,bda,up,2,6,0,0,0,0,0,0,0,1,0,0,0,0,1,4,36,0,0,0,31,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,10,0,5,0,5,0,9,0,9,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,19,0,0,97,10.3,46.4
07/15/21,196,benthic,tp,bda,up,3,65,0,0,0,9,0,14,0,17,0,0,0,0,22,3,97,0,0,1,76,0,0,0,0,20,0,0,0,0,5,0,0,0,0,1,0,4,0,0,0,0,0,0,34,2,25,0,7,0,10,0,9,0,1,0,0,0,0,0,0,0,7,5,0,0,0,2,0,0,0,0,2,0,2,0,0,18,9,0,16,0,0,263,12.9,63.5
07/15/21,196,benthic,tp,ref,low,1,124,0,0,1,7,0,18,0,33,0,1,0,1,4,59,16,0,0,3,11,0,0,0,0,2,0,0,0,0,34,0,0,0,0,20,0,9,0,5,0,0,0,0,11,2,7,0,1,1,10,0,6,0,3,0,0,1,0,0,0,0,52,49,1,0,0,0,0,0,0,0,50,1,47,2,0,71,21,0,173,0,0,562,2.0,31.0
07/15/21,196,benthic,tp,ref,low,2,14,1,0,0,6,0,1,0,3,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11,1,10,0,0,6,5,0,11,0,0,63,19.0,27.0
07/15/21,196,benthic,tp,ref,low,3,13,3,0,1,4,0,0,0,0,0,0,0,0,0,5,9,0,0,3,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,4,0,1,0,0,0,0,0,0,60,12,12,0,33,3,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,21,1,20,0,0,8,10,1,28,0,0,159,37.7,17.0
07/15/21,196,benthic,tp,ref,mid,1,17,0,0,0,11,0,0,0,1,0,0,0,1,4,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,19,0,0,0,0,2,0,4,0,13,0,0,0,0,7,0,5,0,0,2,5,0,5,0,0,0,0,0,0,0,0,0,6,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,64,10.9,62.5
07/15/21,196,benthic,tp,ref,mid,2,24,7,0,0,8,0,1,0,2,0,0,0,0,1,5,14,0,0,0,2,0,0,0,0,12,0,0,0,0,14,0,0,0,0,3,0,0,0,11,0,0,0,0,8,0,5,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,17,15,0,0,0,1,0,0,0,0,2,0,2,0,0,16,1,0,26,0,0,127,6.3,40.9
07/15/21,196,benthic,tp,ref,mid,3,24,6,0,0,13,0,1,0,0,0,0,0,0,3,1,8,0,0,0,1,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,6,0,8,0,0,0,0,48,0,10,0,38,0,1,0,1,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,6,2,4,0,0,12,1,0,23,0,0,151,31.8,30.5
07/15/21,196,benthic,tp,ref,up,1,170,2,0,0,13,0,40,0,36,0,0,0,0,14,65,15,0,0,1,3,0,0,0,11,0,0,0,0,0,56,0,0,0,0,17,0,3,0,36,0,0,0,0,12,1,11,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,30,29,1,0,0,0,0,0,0,0,8,1,0,7,0,29,2,0,59,0,0,393,3.1,61.3
07/15/21,196,benthic,tp,ref,up,2,54,3,0,0,15,0,5,0,18,0,0,0,0,10,3,35,0,0,3,9,0,0,0,0,23,0,0,0,0,30,0,0,0,0,12,0,0,0,18,0,0,0,0,11,0,3,0,2,6,4,0,4,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,47,2,45,0,0,29,6,0,110,0,0,339,3.2,35.1
07/15/21,196,benthic,tp,ref,up,3,84,3,0,0,12,0,6,0,36,0,0,0,0,12,15,57,0,1,21,25,0,0,0,10,0,0,0,0,0,38,0,0,0,0,14,0,8,0,16,0,0,0,0,12,0,4,0,0,8,17,0,14,0,3,0,0,0,0,0,0,0,32,30,2,0,0,0,0,0,0,0,81,0,80,1,0,53,1,0,162,0,0,537,2.2,33.3
,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
